BirdName,State,NumBird,BirdScientificName,TotalBird
Warbling Vireo,Utah,1481,Vireo gilvus,11433
Warbling Vireo,Washington,354,Vireo gilvus,11433
Warbling Vireo,Wisconsin,51,Vireo gilvus,11433
Warbling Vireo,Wyoming,530,Vireo gilvus,11433
Western Flycatcher,Alaska,1380,Empidonax difficilis/occidentalis,6595
Western Flycatcher,Arizona,115,Empidonax difficilis/occidentalis,6595
Western Flycatcher,California,2708,Empidonax difficilis/occidentalis,6595
Western Flycatcher,Colorado,86,Empidonax difficilis/occidentalis,6595
Western Flycatcher,Idaho,13,Empidonax difficilis/occidentalis,6595
Western Flycatcher,Montana,77,Empidonax difficilis/occidentalis,6595
Western Flycatcher,Nevada,469,Empidonax difficilis/occidentalis,6595
Western Flycatcher,Oregon,552,Empidonax difficilis/occidentalis,6595
Western Flycatcher,Utah,329,Empidonax difficilis/occidentalis,6595
Western Flycatcher,Washington,828,Empidonax difficilis/occidentalis,6595
Western Flycatcher,Wyoming,38,Empidonax difficilis/occidentalis,6595
Western Tanager,Alaska,446,Piranga ludoviciana,5886
Western Tanager,Arizona,216,Piranga ludoviciana,5886
Western Tanager,California,737,Piranga ludoviciana,5886
Western Tanager,Colorado,272,Piranga ludoviciana,5886
Western Tanager,Idaho,129,Piranga ludoviciana,5886
Western Tanager,Montana,772,Piranga ludoviciana,5886
Western Tanager,Nevada,1464,Piranga ludoviciana,5886
Western Tanager,Oregon,179,Piranga ludoviciana,5886
Western Tanager,Utah,1017,Piranga ludoviciana,5886
Western Tanager,Washington,268,Piranga ludoviciana,5886
Western Tanager,Wyoming,386,Piranga ludoviciana,5886
Western Wood-Pewee,Alaska,228,Contopus sordidulus,4085
Western Wood-Pewee,Arizona,96,Contopus sordidulus,4085
Western Wood-Pewee,California,1067,Contopus sordidulus,4085
Western Wood-Pewee,Colorado,170,Contopus sordidulus,4085
Western Wood-Pewee,Idaho,52,Contopus sordidulus,4085
Western Wood-Pewee,Minnesota,31,Contopus sordidulus,4085
Western Wood-Pewee,Montana,313,Contopus sordidulus,4085
Western Wood-Pewee,Nevada,972,Contopus sordidulus,4085
Western Wood-Pewee,North Dakota,76,Contopus sordidulus,4085
Western Wood-Pewee,Oregon,91,Contopus sordidulus,4085
Western Wood-Pewee,South Dakota,46,Contopus sordidulus,4085
Western Wood-Pewee,Utah,651,Contopus sordidulus,4085
Western Wood-Pewee,Washington,136,Contopus sordidulus,4085
Western Wood-Pewee,Wyoming,156,Contopus sordidulus,4085
White-eyed Vireo,Alabama,326,Vireo griseus,7585
White-eyed Vireo,Arkansas,762,Vireo griseus,7585
White-eyed Vireo,Delaware,30,Vireo griseus,7585
White-eyed Vireo,Florida,326,Vireo griseus,7585
White-eyed Vireo,Georgia,523,Vireo griseus,7585
White-eyed Vireo,Illinois,118,Vireo griseus,7585
White-eyed Vireo,Indiana,89,Vireo griseus,7585
White-eyed Vireo,Iowa,89,Vireo griseus,7585
White-eyed Vireo,Kentucky,395,Vireo griseus,7585
White-eyed Vireo,Louisiana,145,Vireo griseus,7585
White-eyed Vireo,Maine,60,Vireo griseus,7585
White-eyed Vireo,Maryland,60,Vireo griseus,7585
White-eyed Vireo,Mississippi,898,Vireo griseus,7585
White-eyed Vireo,Missouri,527,Vireo griseus,7585
White-eyed Vireo,New York,91,Vireo griseus,7585
White-eyed Vireo,North Carolina,117,Vireo griseus,7585
White-eyed Vireo,Pennsylvania,112,Vireo griseus,7585
White-eyed Vireo,South Carolina,88,Vireo griseus,7585
White-eyed Vireo,Tennessee,1069,Vireo griseus,7585
White-eyed Vireo,Texas,1498,Vireo griseus,7585
White-eyed Vireo,Virginia,112,Vireo griseus,7585
White-eyed Vireo,West Virginia,150,Vireo griseus,7585
White-throated Sparrow,Maine,436,Zonotrichia albicollis,1484
White-throated Sparrow,Michigan,147,Zonotrichia albicollis,1484
White-throated Sparrow,Minnesota,406,Zonotrichia albicollis,1484
White-throated Sparrow,New Hampshire,145,Zonotrichia albicollis,1484
White-throated Sparrow,Vermont,145,Zonotrichia albicollis,1484
White-throated Sparrow,Wisconsin,205,Zonotrichia albicollis,1484
Wilson's Warbler,Alaska,5047,Cardellina pusilla,19635
Wilson's Warbler,Arizona,66,Cardellina pusilla,19635
Wilson's Warbler,California,8053,Cardellina pusilla,19635
Wilson's Warbler,Colorado,164,Cardellina pusilla,19635
Wilson's Warbler,Idaho,105,Cardellina pusilla,19635
Wilson's Warbler,Minnesota,16,Cardellina pusilla,19635
Wilson's Warbler,Montana,628,Cardellina pusilla,19635
Wilson's Warbler,Nevada,1785,Cardellina pusilla,19635
Wilson's Warbler,Oregon,993,Cardellina pusilla,19635
Wilson's Warbler,Utah,974,Cardellina pusilla,19635
Wilson's Warbler,Washington,1490,Cardellina pusilla,19635
Wilson's Warbler,Wyoming,314,Cardellina pusilla,19635
Wood Thrush,Alabama,255,Hylocichla mustelina,10114
Wood Thrush,Arkansas,79,Hylocichla mustelina,10114
Wood Thrush,Delaware,267,Hylocichla mustelina,10114
Wood Thrush,Florida,255,Hylocichla mustelina,10114
Wood Thrush,Georgia,856,Hylocichla mustelina,10114
Wood Thrush,Illinois,139,Hylocichla mustelina,10114
Wood Thrush,Indiana,104,Hylocichla mustelina,10114
Wood Thrush,Iowa,104,Hylocichla mustelina,10114
Wood Thrush,Kentucky,886,Hylocichla mustelina,10114
Wood Thrush,Maine,645,Hylocichla mustelina,10114
Wood Thrush,Maryland,535,Hylocichla mustelina,10114
Wood Thrush,Michigan,64,Hylocichla mustelina,10114
Wood Thrush,Minnesota,96,Hylocichla mustelina,10114
Wood Thrush,Mississippi,106,Hylocichla mustelina,10114
Wood Thrush,Missouri,1182,Hylocichla mustelina,10114
Wood Thrush,New Hampshire,37,Hylocichla mustelina,10114
Wood Thrush,New York,802,Hylocichla mustelina,10114
Wood Thrush,North Carolina,688,Hylocichla mustelina,10114
Wood Thrush,Pennsylvania,401,Hylocichla mustelina,10114
Wood Thrush,South Carolina,516,Hylocichla mustelina,10114
Wood Thrush,Tennessee,965,Hylocichla mustelina,10114
Wood Thrush,Vermont,37,Hylocichla mustelina,10114
Wood Thrush,Virginia,401,Hylocichla mustelina,10114
Wood Thrush,West Virginia,534,Hylocichla mustelina,10114
Wood Thrush,Wisconsin,160,Hylocichla mustelina,10114
Yellow Warbler,Alaska,1827,Setophaga petechia,23257
Yellow Warbler,Arizona,979,Setophaga petechia,23257
Yellow Warbler,California,2672,Setophaga petechia,23257
Yellow Warbler,Colorado,2056,Setophaga petechia,23257
Yellow Warbler,Delaware,42,Setophaga petechia,23257
Yellow Warbler,Idaho,458,Setophaga petechia,23257
Yellow Warbler,Illinois,466,Setophaga petechia,23257
Yellow Warbler,Indiana,350,Setophaga petechia,23257
Yellow Warbler,Iowa,350,Setophaga petechia,23257
Yellow Warbler,Maine,201,Setophaga petechia,23257
Yellow Warbler,Maryland,84,Setophaga petechia,23257
Yellow Warbler,Michigan,291,Setophaga petechia,23257
Yellow Warbler,Minnesota,852,Setophaga petechia,23257
Yellow Warbler,Montana,2746,Setophaga petechia,23257
Yellow Warbler,Nevada,2137,Setophaga petechia,23257
Yellow Warbler,New Hampshire,39,Setophaga petechia,23257
Yellow Warbler,New York,126,Setophaga petechia,23257
Yellow Warbler,North Dakota,986,Setophaga petechia,23257
Yellow Warbler,Oregon,320,Setophaga petechia,23257
Yellow Warbler,Pennsylvania,176,Setophaga petechia,23257
Yellow Warbler,South Dakota,591,Setophaga petechia,23257
Yellow Warbler,Utah,2508,Setophaga petechia,23257
Yellow Warbler,Vermont,39,Setophaga petechia,23257
Yellow Warbler,Virginia,176,Setophaga petechia,23257
Yellow Warbler,Washington,479,Setophaga petechia,23257
Yellow Warbler,West Virginia,234,Setophaga petechia,23257
Yellow Warbler,Wisconsin,699,Setophaga petechia,23257
Yellow Warbler,Wyoming,1373,Setophaga petechia,23257
Yellow-breasted Chat,Alabama,38,Icteria virens,8613
Yellow-breasted Chat,Alaska,590,Icteria virens,8613
Yellow-breasted Chat,Arizona,636,Icteria virens,8613
Yellow-breasted Chat,Arkansas,456,Icteria virens,8613
Yellow-breasted Chat,California,1044,Icteria virens,8613
Yellow-breasted Chat,Colorado,242,Icteria virens,8613
Yellow-breasted Chat,Florida,38,Icteria virens,8613
Yellow-breasted Chat,Georgia,167,Icteria virens,8613
Yellow-breasted Chat,Idaho,22,Icteria virens,8613
Yellow-breasted Chat,Illinois,167,Icteria virens,8613
Yellow-breasted Chat,Indiana,125,Icteria virens,8613
Yellow-breasted Chat,Iowa,125,Icteria virens,8613
Yellow-breasted Chat,Kentucky,495,Icteria virens,8613
Yellow-breasted Chat,Louisiana,74,Icteria virens,8613
Yellow-breasted Chat,Mississippi,509,Icteria virens,8613
Yellow-breasted Chat,Missouri,660,Icteria virens,8613
Yellow-breasted Chat,Montana,134,Icteria virens,8613
Yellow-breasted Chat,Nevada,209,Icteria virens,8613
Yellow-breasted Chat,North Carolina,156,Icteria virens,8613
Yellow-breasted Chat,Oregon,236,Icteria virens,8613
Yellow-breasted Chat,Pennsylvania,108,Icteria virens,8613
Yellow-breasted Chat,South Carolina,117,Icteria virens,8613
Yellow-breasted Chat,Tennessee,877,Icteria virens,8613
Yellow-breasted Chat,Texas,431,Icteria virens,8613
Yellow-breasted Chat,Utah,284,Icteria virens,8613
Yellow-breasted Chat,Virginia,108,Icteria virens,8613
Yellow-breasted Chat,Washington,354,Icteria virens,8613
Yellow-breasted Chat,West Virginia,144,Icteria virens,8613
Yellow-breasted Chat,Wyoming,67,Icteria virens,8613
Yellow-rumped Warbler,Alaska,994,Setophaga coronata,8696
Yellow-rumped Warbler,Arizona,70,Setophaga coronata,8696
Yellow-rumped Warbler,California,2383,Setophaga coronata,8696
Yellow-rumped Warbler,Colorado,176,Setophaga coronata,8696
Yellow-rumped Warbler,Idaho,117,Setophaga coronata,8696
Yellow-rumped Warbler,Maine,256,Setophaga coronata,8696
Yellow-rumped Warbler,Minnesota,51,Setophaga coronata,8696
Yellow-rumped Warbler,Montana,700,Setophaga coronata,8696
Yellow-rumped Warbler,Nevada,1985,Setophaga coronata,8696
Yellow-rumped Warbler,New Hampshire,85,Setophaga coronata,8696
Yellow-rumped Warbler,Oregon,154,Setophaga coronata,8696
Yellow-rumped Warbler,Utah,1058,Setophaga coronata,8696
Yellow-rumped Warbler,Vermont,85,Setophaga coronata,8696
Yellow-rumped Warbler,Washington,232,Setophaga coronata,8696
Yellow-rumped Warbler,Wyoming,350,Setophaga coronata,8696
